"family","binomial","collectDate","country","stateProv","county"
"Apocynaceae","Asclepias subverticillata",1908-09-21,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias cordifolia",2015-04-12,"United States","California","Yolo"
"Apocynaceae","Apocynum cannabinum",1915-07-12,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Apocynum androsaemifolium",1988-06-01,"United States","Montana","Powell"
"Apocynaceae","Plumeria rubra",1977-07-27,NA,NA,NA
"Apocynaceae","Asclepias asperula",2010-04-28,"Mexico","Sonora","Imuris"
"Apocynaceae","Asclepias subverticillata",1911-08-25,"United States","Utah","San Juan"
"Apocynaceae","Asclepias cordifolia",NA,"United States","Nevada","White Pine"
"Apocynaceae","Apocynum cannabinum",2013-06-13,"United States","California","Inyo"
"Apocynaceae","Asclepias involucrata",1973-06-16,"United States","Arizona","Apache"
"Apocynaceae","Apocynum androsaemifolium",1999-07-29,"United States","California","Tuolumne"
"Apocynaceae","Asclepias linaria",1975-03-26,"Mexico","Sonora","Yécora"
"Apocynaceae","Cycladenia humilis",2004-07-28,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1907-06-26,"United States","Arizona","Cochise"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Colorado","Summit"
"Apocynaceae","Asclepias speciosa",1942-06-29,"United States","Washington","Walla Walla"
"Apocynaceae","Apocynum cannabinum",1976-08-11,"United States","New Mexico","Catron"
"Apocynaceae","Funastrum pannosum",1941-09-06,"Mexico","Sonora","La Colorada"
"Apocynaceae","Asclepias involucrata",2002-05-15,"Mexico","Sonora","Santa Cruz"
"Apocynaceae","Asclepias subverticillata",1974-06-10,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Apocynum androsaemifolium",1976-07-29,"United States","Oregon","Josephine"
"Apocynaceae","Asclepias erosa",2009-05-28,"United States","California","San Bernardino"
"Apocynaceae","Asclepias nummularia",1956-06-06,"United States","Arizona","Cochise"
"Apocynaceae","Funastrum cynanchoides",1932-03-20,"United States","California","Imperial"
"Apocynaceae","Asclepias albicans",2008-04-01,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",1915-07-17,"United States","Washington","Klickitat"
"Apocynaceae","Asclepias erosa",1940-06-26,"United States","California","San Bernardino"
"Apocynaceae","Funastrum hirtellum",1996-05-20,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum androsaemifolium",1938-08-01,"United States","California","Tulare"
"Apocynaceae","Asclepias californica",2004-05-04,"United States","California","San Diego"
"Apocynaceae","Asclepias asperula",1926-07-03,"United States","Arizona","Pima"
"Apocynaceae","Apocynum cannabinum",1903-06-06,"United States","California","Solano"
"Apocynaceae","Asclepias involucrata",1990-06-14,"United States","New Mexico","Sandoval"
"Apocynaceae","Marsdenia astephanoides",1992-02-13,"Mexico","Sinaloa","Mazatlán"
"Apocynaceae","Plumeria rubra",1983-04-07,NA,NA,NA
"Apocynaceae","Alstonia longifolia",1981-10-28,NA,NA,NA
"Apocynaceae","Asclepias albicans",1986-03-02,"United States","California","Riverside"
"Apocynaceae","Apocynum androsaemifolium",2001-06-14,"United States","California","Plumas"
"Apocynaceae","Cycladenia humilis",1942-07-05,"United States","California","Inyo"
"Apocynaceae","Apocynum androsaemifolium",1978-08-02,"United States","California","Nevada"
"Apocynaceae","Asclepias subverticillata",1991-06-01,"United States","Texas","El Paso"
"Apocynaceae","Matelea parvifolia",2001-02-19,"United States","California","San Bernardino"
"Apocynaceae","Vallesia laciniata",1964-02-22,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Haplophyton crooksii",1996-09-27,"Mexico","Sonora","Sahuaripa"
"Apocynaceae","Asclepias involucrata",1987-05-20,"Mexico","Sonora","Cananea"
"Apocynaceae","Asclepias cryptoceras",1982-05-25,"United States","Nevada","Humboldt"
"Apocynaceae","Mandevilla foliosa",1991-08-27,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias californica",2009-04-24,"United States","California","Kern"
"Apocynaceae","Asclepias incarnata",NA,"United States","Montana","Madison"
"Apocynaceae","Asclepias linearis",1884-04-01,"United States","Arizona","Maricopa"
"Apocynaceae","Vallesia glabra",1977-06-10,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Asclepias vestita",1973-04-25,"United States","California","Los Angeles"
"Apocynaceae","Asclepias speciosa",1924-06-02,"United States","Oregon","Crook"
"Apocynaceae","Asclepias subverticillata",NA,"United States","Colorado","Mesa"
"Apocynaceae","Mandevilla subsagittata",1989-02-04,"Mexico","Nayarit","San Blas"
"Apocynaceae","Asclepias curassavica",1985-03-10,"Mexico","Sinaloa","Escuinapa"
"Apocynaceae","Asclepias angustifolia",1884-09-20,"United States","Arizona","Maricopa"
"Apocynaceae","Metastelma latifolium",2001-09-01,"Mexico","Sonora","Onavas"
"Apocynaceae","Asclepias erosa",2011-10-12,"United States","California","San Bernardino"
"Apocynaceae","Asclepias subulata",1993-05-16,"United States","California","Riverside"
"Apocynaceae","Asclepias albicans",NA,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1988-07-19,"United States","California","Mendocino"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Asclepias cordifolia",1997-07-02,"United States","California","Lake"
"Apocynaceae","Gonolobus gonoloboides",1996-09-05,"Mexico","Sonora","Suaqui Grande"
"Apocynaceae","Asclepias leptopus",1963-06-04,"Mexico","Sonora","Guaymas"
"Apocynaceae","Apocynum androsaemifolium",1917-08-31,"United States","California","Plumas"
"Apocynaceae","Apocynum cannabinum",1930-06-23,"United States","California","Los Angeles"
"Apocynaceae","Apocynum cannabinum",1938-07-25,"United States","California","San Diego"
"Apocynaceae","Apocynum androsaemifolium",1996-08-01,NA,NA,NA
"Apocynaceae","Asclepias tuberosa",1907-06-28,"United States","Arizona","Maricopa"
"Apocynaceae","Apocynum cannabinum",1998-07-02,"United States","California","Mariposa"
"Apocynaceae","Apocynum cannabinum",1927-08-31,"United States","California","San Diego"
"Apocynaceae","Asclepias subulata",1974-12-13,"Mexico","Sonora","Caborca"
"Apocynaceae","Vallesia glabra",1986-02-22,"Mexico","Sinaloa","Mocorito"
"Apocynaceae","Apocynum androsaemifolium",1975-08-16,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Matelea fruticosa",1997-10-26,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Asclepias linaria",1959-05-15,"United States","Arizona","Gila"
"Apocynaceae","Asclepias cordifolia",1998-06-19,"United States","California","Mariposa"
"Apocynaceae","Asclepias glaucescens",1971-08-28,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1985-06-01,"United States","Montana","Jefferson"
"Apocynaceae","Asclepias californica",1885-05-31,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",2009-08-12,"United States","California","Placer"
"Apocynaceae","Amsonia tomentosa",1915-06-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1967-06-27,"United States","California","Riverside"
"Apocynaceae","Asclepias tuberosa",1958-06-07,"Mexico","Chihuahua","Madera"
"Apocynaceae","Amsonia palmeri",1935-05-19,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias involucrata",1991-06-18,"United States","Utah","Garfield"
"Apocynaceae","Cycladenia humilis",1879-12-31,"United States","California","Plumas"
"Apocynaceae","Tabernaemontana amygdalifolia",1997-10-11,NA,NA,NA
"Apocynaceae","Amsonia jonesii",1984-05-08,"United States","Utah","Uintah"
"Apocynaceae","Marsdenia edulis",1934-07-01,"Mexico","Sinaloa","Mazatlán"
"Apocynaceae","Metastelma californicum",1962-02-07,"Mexico","Baja California","Ensenada"
"Apocynaceae","Apocynum cannabinum",1928-07-04,"United States","California","San Diego"
"Apocynaceae","Asclepias asperula",1973-06-23,"United States","California","San Bernardino"
"Apocynaceae","Cycladenia humilis",1937-07-18,"United States","California","San Bernardino"
"Apocynaceae","Asclepias nummularia",1992-04-11,"United States","Arizona","Pima"
"Apocynaceae","Asclepias subverticillata",2010-05-20,"Mexico","Chihuahua","Chihuahua"
"Apocynaceae","Apocynum androsaemifolium",1977-08-06,"United States","California","Siskiyou"
"Apocynaceae","Apocynum cannabinum",2003-06-11,"United States","California","Sacramento"
"Apocynaceae","Asclepias curassavica",NA,"Mexico","Sinaloa","Ahome"
"Apocynaceae","Apocynum androsaemifolium",1956-07-20,"United States","Idaho","Latah"
"Apocynaceae","Amsonia jonesii",1978-04-26,"United States","Utah","Sevier"
"Apocynaceae","Seutera palmeri",1962-04-15,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias engelmanniana",1892-06-28,"United States","Arizona","Coconino"
"Apocynaceae","Apocynum cannabinum",1997-07-16,"United States","Colorado","Boulder"
"Apocynaceae","Amsonia palmeri",1935-09-17,"United States","Arizona","Yavapai"
"Apocynaceae","Apocynum androsaemifolium",1933-08-05,"United States","California","Lassen"
"Apocynaceae","Asclepias erosa",2011-10-18,"United States","California","Riverside"
"Apocynaceae","Marsdenia edulis",1977-06-25,"Mexico","Sonora","Cucurpe"
"Apocynaceae","Apocynum androsaemifolium",1999-08-05,"United States","California","Mariposa"
"Apocynaceae","Asclepias leptopus",1984-10-19,"Mexico","Sonora","Guaymas"
"Apocynaceae","Mandevilla foliosa",1989-08-30,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Asclepias albicans",NA,"United States","California","Riverside"
"Apocynaceae","Amsonia tomentosa",1886-06-30,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",2010-10-06,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1973-07-22,"United States","Montana","Chouteau"
"Apocynaceae","Funastrum cynanchoides",2015-06-02,"United States","California","San Diego"
"Apocynaceae","Matelea producta",1958-06-16,"United States","Arizona","Yavapai"
"Apocynaceae","Asclepias asperula",1940-05-27,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1988-05-04,"United States","California","Los Angeles"
"Apocynaceae","Asclepias erosa",1979-06-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias nummularia",1981-05-27,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias asperula",1951-05-20,"United States","Arizona","Santa Cruz"
"Apocynaceae","Asclepias asperula",2010-06-16,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1962-08-11,"United States","California","Placer"
"Apocynaceae","Apocynum androsaemifolium",1937-06-14,"Canada","British Columbia","Kootenay Boundary"
"Apocynaceae","Asclepias subulata",1941-11-16,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Apocynum cannabinum",1938-08-15,"United States","California","San Joaquin"
"Apocynaceae","Amsonia tomentosa",1950-05-01,"United States","California","San Bernardino"
"Apocynaceae","Forsteronia spicata",1983-07-22,NA,NA,NA
"Apocynaceae","Asclepias albicans",2004-03-18,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Asclepias nummularia",2008-05-23,"Mexico","Sonora","Agua Prieta"
"Apocynaceae","Marsdenia edulis",1994-11-01,"Mexico","Sinaloa","Concordia"
"Apocynaceae","Asclepias speciosa",1950-08-20,"Canada","British Columbia","Okanagan-Similkameen"
"Apocynaceae","Asclepias asperula",1983-05-07,"United States","New Mexico","Dona Ana"
"Apocynaceae","Asclepias speciosa",1939-08-12,"United States","Nevada","White Pine"
"Apocynaceae","Asclepias macrotis",1973-06-15,"Mexico","Chihuahua","Guadalupe"
"Apocynaceae","Apocynum cannabinum",1971-07-09,"United States","California","Ventura"
"Apocynaceae","Asclepias speciosa",1898-07-22,"United States","Arizona","Coconino"
"Apocynaceae","Matelea cordifolia",1941-09-12,"Mexico","Sonora","Carbó"
"Apocynaceae","Funastrum cynanchoides",2010-03-22,"Mexico","Baja California","Ensenada"
"Apocynaceae","Marsdenia edulis",1988-12-13,"Mexico","Sonora","Guaymas"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Funastrum cynanchoides",1967-09-30,"United States","California","San Diego"
"Apocynaceae","Asclepias subverticillata",1956-07-08,"United States","New Mexico","Sandoval"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Asclepias labriformis",1971-06-13,"United States","Utah","Uintah"
"Apocynaceae","Asclepias brachystephana",1976-08-17,"United States","New Mexico","Socorro"
"Apocynaceae","Apocynum androsaemifolium",1960-07-16,"United States","California","Butte"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","Colorado","Conejos"
"Apocynaceae","Apocynum cannabinum",NA,"United States","Colorado","Mesa"
"Apocynaceae","Apocynum androsaemifolium",1988-06-01,"United States","Idaho","Idaho"
"Apocynaceae","Asclepias hypoleuca",1980-06-30,"Mexico","Chihuahua","Bocoyna"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","Placer"
"Apocynaceae","Marsdenia edulis",1995-01-17,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Asclepias speciosa",1943-07-18,"United States","California","El Dorado"
"Apocynaceae","Tabernaemontana amygdalifolia",1997-09-18,NA,NA,NA
"Apocynaceae","Apocynum androsaemifolium",1980-07-02,"United States","California","Trinity"
"Apocynaceae","Apocynum androsaemifolium",1935-07-09,"United States","California","Plumas"
"Apocynaceae","Asclepias involucrata",1979-06-20,"United States","Arizona","Coconino"
"Apocynaceae","Asclepias asperula",2009-10-06,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",NA,"United States","California","Riverside"
"Apocynaceae","Apocynum cannabinum",1992-05-19,"United States","Arizona","Yavapai"
"Apocynaceae","Asclepias nyctaginifolia",1926-08-15,"United States","Arizona","Pima"
"Apocynaceae","Asclepias cordifolia",1969-06-28,"United States","California","Tulare"
"Apocynaceae","Asclepias erosa",1971-05-22,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",1987-05-15,"Mexico","Baja California Sur","Mulegé"
"Apocynaceae","Marsdenia gualanensis",1981-09-02,NA,NA,NA
"Apocynaceae","Asclepias ovata",1989-08-30,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Marsdenia coulteri",2002-03-09,"Mexico","Durango","Tamazula"
"Apocynaceae","Marsdenia lanata",1897-07-20,"Mexico","Sinaloa","El Rosario"
"Apocynaceae","Apocynum cannabinum",1998-05-08,"United States","California","Contra Costa"
"Apocynaceae","Apocynum androsaemifolium",2007-07-27,"United States","California","Nevada"
"Apocynaceae","Asclepias asperula",1946-08-08,"United States","Arizona","Gila"
"Apocynaceae","Asclepias cordifolia",2011-05-08,"United States","California","Yolo"
"Apocynaceae","Apocynum cannabinum",2010-07-18,"United States","California","Alpine"
"Apocynaceae","Cycladenia humilis",1930-06-11,"United States","California","Monterey"
"Apocynaceae","Cynanchum arizonicum",1928-08-26,"United States","Arizona","Maricopa"
"Apocynaceae","Matelea producta",1989-11-25,"United States","Arizona","Pima"
"Apocynaceae","Funastrum cynanchoides",2010-03-03,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias californica",1964-04-25,"United States","California","Kern"
"Apocynaceae","Asclepias subverticillata",1989-09-09,"United States","New Mexico","Catron"
"Apocynaceae","Asclepias erosa",1963-04-10,"United States","California","Riverside"
"Apocynaceae","Funastrum cynanchoides",1903-05-11,"United States","California","Riverside"
"Apocynaceae","Cynanchum utahense",2010-05-05,"United States","California","San Bernardino"
"Apocynaceae","Matelea parvifolia",1983-03-15,"United States","Arizona","Pima"
"Apocynaceae","Asclepias linaria",1935-05-21,"United States","Arizona","Graham"
"Apocynaceae","Asclepias vestita",1995-05-02,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",2006-07-07,"United States","California","Inyo"
"Apocynaceae","Asclepias californica",NA,"United States","California","Kern"
"Apocynaceae","Asclepias speciosa",2007-07-03,"United States","California","Humboldt"
"Apocynaceae","Asclepias jaliscana",1995-09-07,"Mexico","Sonora","Yécora"
"Apocynaceae","Asclepias subulata",2006-06-29,"United States","California","San Diego"
"Apocynaceae","Asclepias subulata",2014-11-12,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",2009-03-26,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2013-03-27,"United States","California","San Bernardino"
"Apocynaceae","Asclepias cordifolia",1956-05-11,"United States","California","Contra Costa"
"Apocynaceae","Asclepias linaria",1936-07-23,"Mexico","Sonora","Álamos"
"Apocynaceae","Asclepias subulata",1985-11-03,"United States","California","San Diego"
"Apocynaceae","Asclepias ovalifolia",1975-07-08,"Canada","Alberta","Division No. 10"
"Apocynaceae","Apocynum androsaemifolium",2013-07-26,"United States","California","Placer"
"Apocynaceae","Apocynum androsaemifolium",1963-07-27,"United States","California","El Dorado"
"Apocynaceae","Apocynum androsaemifolium",1980-06-17,"Canada","British Columbia","Alberni-Clayoquot"
"Apocynaceae","Apocynum cannabinum",2013-06-05,"United States","California","Riverside"
"Apocynaceae","Asclepias cordifolia",1976-05-30,"United States","California","Humboldt"
"Apocynaceae","Gonolobus croceus",1984-05-28,NA,NA,NA
"Apocynaceae","Vallesia glabra",1939-11-02,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Plumeria rubra",1985-05-01,NA,NA,NA
"Apocynaceae","Asclepias californica",1938-05-30,"United States","California","San Diego"
"Apocynaceae","Apocynum androsaemifolium",1993-08-12,"United States","Colorado","Boulder"
"Apocynaceae","Asclepias subulata",1947-11-21,"United States","Arizona","Mohave"
"Apocynaceae","Cycladenia humilis",1957-08-03,"United States","California","Inyo"
"Apocynaceae","Asclepias cordifolia",1943-06-08,"United States","California","Tulare"
"Apocynaceae","Asclepias cordifolia",1984-05-24,"United States","California","Butte"
"Apocynaceae","Asclepias californica",2011-05-24,"United States","California","San Diego"
"Apocynaceae","Asclepias cordifolia",1966-06-17,"United States","California","Tuolumne"
"Apocynaceae","Asclepias asperula",2004-06-01,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2008-04-01,"United States","California","San Bernardino"
"Apocynaceae","Apocynum cannabinum",NA,"United States","California","San Luis Obispo"
"Apocynaceae","Asclepias oenotheroides",1991-08-22,"United States","Texas","El Paso"
"Apocynaceae","Asclepias vestita",1995-05-28,"United States","California","San Bernardino"
"Apocynaceae","Asclepias engelmanniana",2008-07-15,NA,NA,NA
"Apocynaceae","Asclepias nummularia",1983-03-28,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias linearis",1930-06-21,"United States","Arizona","Maricopa"
"Apocynaceae","Asclepias linaria",1977-07-20,"Mexico","Chihuahua","Aquiles Serdán"
"Apocynaceae","Asclepias cordifolia",1956-07-16,"United States","California","Siskiyou"
"Apocynaceae","Apocynum androsaemifolium",1952-08-12,"United States","Idaho","Teton"
"Apocynaceae","Asclepias subverticillata",1930-09-01,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias californica",1994-07-20,"United States","California","Los Angeles"
"Apocynaceae","Asclepias californica",1917-06-20,"United States","California","Los Angeles"
"Apocynaceae","Cycladenia humilis",1988-07-15,"United States","California","Plumas"
"Apocynaceae","Mandevilla villosa",NA,"Mexico","Jalisco","Tomatlán"
"Apocynaceae","Asclepias erosa",1957-11-06,"United States","California","San Diego"
"Apocynaceae","Asclepias erosa",1915-05-22,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2003-08-27,"United States","California","San Bernardino"
"Apocynaceae","Amsonia tomentosa",2016-05-11,"United States","California","San Bernardino"
"Apocynaceae","Asclepias nyctaginifolia",2013-09-05,"United States","California","San Bernardino"
"Apocynaceae","Asclepias albicans",2009-02-13,"United States","California","San Diego"
"Apocynaceae","Asclepias californica",1998-06-04,"United States","California","Los Angeles"
"Apocynaceae","Matelea pringlei",1998-04-25,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias californica",2003-05-19,"United States","California","Kern"
"Apocynaceae","Funastrum cynanchoides",1982-11-05,"Mexico","Sonora","Puerto Peñasco"
"Apocynaceae","Asclepias californica",1996-05-02,"United States","California","Riverside"
"Apocynaceae","Asclepias speciosa",2009-07-13,"United States","California","Plumas"
"Apocynaceae","Asclepias speciosa",1969-07-07,"United States","Wyoming","Campbell"
"Apocynaceae","Asclepias albicans",1931-03-14,"United States","California","Imperial"
"Apocynaceae","Apocynum androsaemifolium",1998-08-24,"United States","California","Mariposa"
"Apocynaceae","Metastelma arizonicum",1966-12-29,"Mexico","Sonora","Hermosillo"
"Apocynaceae","Marsdenia edulis",1993-09-11,"Mexico","Sinaloa","Culiacán"
"Apocynaceae","Amsonia palmeri",2002-05-10,"United States","Arizona","Yavapai"
"Apocynaceae","Asclepias uncialis",1990-03-24,"United States","Arizona","Santa Cruz"
"Apocynaceae","Apocynum cannabinum",2016-09-06,"United States","California","Mono"
"Apocynaceae","Asclepias californica",2003-06-09,"United States","California","Kern"
"Apocynaceae","Funastrum clausum",2004-08-27,"Mexico","Sonora","Álamos"
"Apocynaceae","Amsonia tomentosa",NA,"United States","California","San Bernardino"
"Apocynaceae","Asclepias erosa",2015-09-08,"United States","California","Imperial"
"Apocynaceae","Asclepias californica",1974-05-10,"United States","California","Tulare"
"Apocynaceae","Asclepias speciosa",1937-07-13,"United States","California","Lake"
"Apocynaceae","Asclepias tuberosa",1894-05-31,"United States","Arizona","Cochise"
"Apocynaceae","Asclepias cryptoceras",1938-05-02,"United States","Oregon","Malheur"
"Apocynaceae","Apocynum androsaemifolium",1970-07-08,"United States","Oregon","Linn"
"Apocynaceae","Asclepias californica",2003-05-19,"United States","California","Kern"
"Apocynaceae","Asclepias speciosa",NA,"United States","Colorado","Larimer"
"Apocynaceae","Asclepias curassavica",1973-04-21,"Mexico","Chihuahua","Batopilas"
"Apocynaceae","Asclepias albicans",1935-04-18,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1967-04-30,"United States","California","Los Angeles"
"Apocynaceae","Apocynum cannabinum",1971-06-30,"United States","California","El Dorado"
"Apocynaceae","Echites yucatanensis",1982-09-14,NA,NA,NA
"Apocynaceae","Asclepias vestita",1982-05-22,"United States","California","Kern"
"Apocynaceae","Alyxia stellata",1982-05-28,NA,NA,NA
"Apocynaceae","Funastrum pannosum",NA,"Mexico","Sinaloa","Ahome"
"Apocynaceae","Rauvolfia tetraphylla",2004-01-05,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias subulata",NA,"Mexico","Sinaloa","San Ignacio"
"Apocynaceae","Mandevilla foliosa",NA,"Mexico","Durango","Tepehuanes"
"Apocynaceae","Marsdenia mayana",1983-10-23,NA,NA,NA
"Apocynaceae","Asclepias asperula",NA,"United States","Colorado","Mesa"
"Apocynaceae","Apocynum cannabinum",2010-06-15,"United States","California","Los Angeles"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Asclepias speciosa",2010-07-18,"United States","California","Alpine"
"Apocynaceae","Asclepias albicans",2004-03-01,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",1999-05-29,"United States","California","Ventura"
"Apocynaceae","Amsonia jonesii",1978-07-18,"United States","Utah","Washington"
"Apocynaceae","Apocynum androsaemifolium",1988-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Amsonia tomentosa",2005-05-03,"United States","California","San Bernardino"
"Apocynaceae","Matelea cordifolia",1982-12-12,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Asclepias californica",1982-05-22,"United States","California","Kern"
"Apocynaceae","Asclepias tuberosa",NA,"United States","Arizona","Pima"
"Apocynaceae","Apocynum androsaemifolium",1993-06-01,"United States","Washington","Okanogan"
"Apocynaceae","Apocynum androsaemifolium",1989-06-01,"United States","Montana","Ravalli"
"Apocynaceae","Asclepias asperula",1935-05-27,"United States","California","San Bernardino"
"Apocynaceae","Asclepias californica",2007-07-01,"United States","California","San Diego"
"Apocynaceae","Asclepias ovata",1973-09-07,NA,NA,NA
"Apocynaceae","Asclepias linaria",1983-07-08,"Mexico","Durango","Santiago Papasquiaro"
"Apocynaceae","Asclepias albicans",2011-05-07,"United States","California","San Diego"
"Apocynaceae","Asclepias albicans",NA,"United States","California","San Bernardino"
"Apocynaceae","Funastrum cynanchoides",2015-03-06,"United States","California","Imperial"
"Apocynaceae","Alyxia stellata",1826-01-01,NA,NA,NA
"Apocynaceae","Asclepias asperula",1975-07-02,"United States","New Mexico","Dona Ana"
"Apocynaceae","Asclepias quinquedentata",1960-05-14,"Mexico","Chihuahua","Guadalupe y Calvo"
"Apocynaceae","Apocynum cannabinum",2004-06-28,"United States","California","Lassen"
"Apocynaceae","Marsdenia carterae",1998-10-25,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Apocynum androsaemifolium",1994-07-01,"United States","California","San Bernardino"
"Apocynaceae","Asclepias latifolia",1928-07-14,"United States","Arizona","Maricopa"
"Apocynaceae","Metastelma californicum",1987-10-28,"Mexico","Baja California Sur","La Paz"
"Apocynaceae","Marsdenia coulteri",1992-02-13,"Mexico","Sinaloa","Mazatlán"
"Apocynaceae","Asclepias speciosa",1935-08-12,"United States","Arizona","Apache"
"Apocynaceae","Funastrum arenarium",1977-04-06,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Amsonia tomentosa",1940-05-17,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",2010-08-03,"United States","California","San Bernardino"
"Apocynaceae","Apocynum androsaemifolium",1987-06-05,"United States","California","Napa"
"Apocynaceae","Asclepias subulata",1980-09-07,"United States","California","San Bernardino"
"Apocynaceae","Asclepias speciosa",1928-06-16,"United States","California","Lake"
"Apocynaceae","Asclepias erosa",1997-05-22,"United States","California","San Diego"
"Apocynaceae","Asclepias subulata",1971-05-01,"United States","California","Riverside"
"Apocynaceae","Asclepias engelmanniana",NA,"United States","Colorado","Fremont"
"Apocynaceae","Prestonia mexicana",1997-09-09,NA,NA,NA
"Apocynaceae","Metastelma californicum",1995-12-23,"Mexico","Sonora","Huatabampo"
"Apocynaceae","Apocynum androsaemifolium",NA,"United States","California","San Luis Obispo"
"Apocynaceae","Asclepias speciosa",1999-08-19,"United States","California","Mariposa"
"Apocynaceae","Apocynum androsaemifolium",1903-06-21,"United States","Oregon","Hood River"
"Apocynaceae","Apocynum androsaemifolium",1935-06-29,"United States","California","Sierra"
"Apocynaceae","Amsonia tomentosa",1973-05-31,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",1989-09-21,"Mexico","Sonora","Nacozari de García"
"Apocynaceae","Metastelma mexicanum",2010-04-07,"Mexico","Sonora","Imuris"
"Apocynaceae","Asclepias speciosa",2016-06-20,"United States","California","Mono"
"Apocynaceae","Asclepias brachystephana",1948-09-20,"United States","New Mexico","Socorro"
"Apocynaceae","Apocynum androsaemifolium",1938-07-20,"United States","California","Butte"
"Apocynaceae","Asclepias incarnata",1999-07-27,"United States","Colorado","Jefferson"
"Apocynaceae","Asclepias subaphylla",1962-09-10,"Mexico","Sinaloa","Ahome"
"Apocynaceae","Apocynum androsaemifolium",1985-06-17,"United States","California","Butte"
"Apocynaceae","Asclepias brachystephana",1885-06-11,"Mexico","Chihuahua","Aquiles Serdán"
"Apocynaceae","Apocynum androsaemifolium",1988-08-18,"United States","California","Inyo"
"Apocynaceae","Apocynum cannabinum",1985-05-20,"United States","California","Sutter"
"Apocynaceae","Asclepias nyctaginifolia",2010-05-03,"United States","California","San Bernardino"
"Apocynaceae","Asclepias asperula",2010-05-14,"United States","California","San Bernardino"
"Apocynaceae","Vallesia glabra",1986-08-12,"Mexico","Baja California Sur","Comondú"
"Apocynaceae","Asclepias cordifolia",1882-06-30,"United States","California","Placer"
"Apocynaceae","Matelea producta",2010-05-16,"Mexico","Sonora","Agua Prieta"
"Apocynaceae","Asclepias subulata",NA,"United States","Arizona","Yuma"
